Region,RE or Non-RE,Group Technology,Year,Electricity Installed Capacity (MW),Electricity Generation (GWh),Heat Generation (TJ),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M)
Asia,Total Non-Renewable,Pumped storage,2000,35582.60,23238.35,,,
Asia,Total Non-Renewable,Pumped storage,2001,31135.60,23200.95,,,
Asia,Total Non-Renewable,Pumped storage,2002,32116.60,21196.15,,,
Asia,Total Non-Renewable,Pumped storage,2003,32416.60,19897.05,,,
Asia,Total Non-Renewable,Pumped storage,2004,32852.60,20706.05,,,
Asia,Total Non-Renewable,Pumped storage,2005,34722.60,22356.86,,,
Asia,Total Non-Renewable,Pumped storage,2006,37322.60,22771.67,,,
Asia,Total Non-Renewable,Pumped storage,2007,40847.60,26814.24,,,
Asia,Total Non-Renewable,Pumped storage,2008,42802.60,23829.92,,,
Asia,Total Non-Renewable,Pumped storage,2009,46272.60,24616.42,,,
Asia,Total Non-Renewable,Pumped storage,2010,49502.60,29676.60,,,
Asia,Total Non-Renewable,Pumped storage,2011,52655.10,29506.30,,,
Asia,Total Non-Renewable,Pumped storage,2012,55075.18,28897.50,,,
Asia,Total Non-Renewable,Pumped storage,2013,56275.18,29418.90,,,
Asia,Total Non-Renewable,Pumped storage,2014,57457.68,30926.20,,,
Asia,Total Non-Renewable,Pumped storage,2015,59617.68,32776.60,,,
Asia,Total Non-Renewable,Pumped storage,2016,63250.68,50227.30,,,
Asia,Total Non-Renewable,Pumped storage,2017,65950.68,53765.96,,,
Asia,Total Non-Renewable,Pumped storage,2018,66550.68,53745.67,,,
Asia,Total Non-Renewable,Pumped storage,2019,66850.68,52410.83,,,
Asia,Total Non-Renewable,Pumped storage,2020,68350.68,54555.40,,,
Asia,Total Non-Renewable,Pumped storage,2021,73250.68,61484.58,,,
Asia,Total Non-Renewable,Pumped storage,2022,82650.68,70247.58,,,
Asia,Total Non-Renewable,Pumped storage,2023,87800.68,76565.45,,,
Asia,Total Non-Renewable,Pumped storage,2024,95503.68,,,,
Asia,Total Non-Renewable,Fossil fuels,2000,827710.70,3602968.58,2039654.00,1035.79,
Asia,Total Non-Renewable,Fossil fuels,2001,850001.50,3749687.68,2110422.00,848.67,
Asia,Total Non-Renewable,Fossil fuels,2002,883480.44,4044598.29,2270009.00,1733.48,
Asia,Total Non-Renewable,Fossil fuels,2003,950154.67,4436807.08,2428243.00,1936.27,
Asia,Total Non-Renewable,Fossil fuels,2004,998504.32,4779968.92,2645300.00,892.32,
Asia,Total Non-Renewable,Fossil fuels,2005,1077054.60,5155683.86,3036267.00,2237.19,
Asia,Total Non-Renewable,Fossil fuels,2006,1190141.29,5605386.87,3182531.00,1633.37,
Asia,Total Non-Renewable,Fossil fuels,2007,1287686.03,6199866.84,3344704.00,3257.03,
Asia,Total Non-Renewable,Fossil fuels,2008,1365971.79,6371706.42,3343056.00,2725.83,
Asia,Total Non-Renewable,Fossil fuels,2009,1456151.03,6620359.48,3398317.00,6591.61,
Asia,Total Non-Renewable,Fossil fuels,2010,1561741.73,7255431.17,3709181.00,3674.78,
Asia,Total Non-Renewable,Fossil fuels,2011,1671895.87,8024905.01,3929515.00,6588.61,
Asia,Total Non-Renewable,Fossil fuels,2012,1776845.06,8346476.86,4184691.00,5350.32,
Asia,Total Non-Renewable,Fossil fuels,2013,1883918.84,8813221.95,4400763.00,4142.71,
Asia,Total Non-Renewable,Fossil fuels,2014,1984452.02,8982795.31,4754145.06,4580.51,
Asia,Total Non-Renewable,Fossil fuels,2015,2102298.56,9117040.22,4885025.36,3518.62,
Asia,Total Non-Renewable,Fossil fuels,2016,2195994.94,9414328.61,5033305.97,9475.90,
Asia,Total Non-Renewable,Fossil fuels,2017,2277109.70,9873971.95,6398715.22,607.74,
Asia,Total Non-Renewable,Fossil fuels,2018,2370695.92,10350464.23,5932530.10,2893.39,
Asia,Total Non-Renewable,Fossil fuels,2019,2441162.35,10493838.91,5787236.92,3882.15,
Asia,Total Non-Renewable,Fossil fuels,2020,2512572.41,10520809.75,5917991.55,1632.39,
Asia,Total Non-Renewable,Fossil fuels,2021,2568189.74,11130126.37,6249713.15,1568.02,
Asia,Total Non-Renewable,Fossil fuels,2022,2626895.15,11241040.69,6265586.27,688.55,
Asia,Total Non-Renewable,Fossil fuels,2023,2693869.61,11689599.01,6470051.98,2393.78,
Asia,Total Non-Renewable,Fossil fuels,2024,2773185.17,,,,
Asia,Total Non-Renewable,Nuclear,2000,70115.50,506363.40,,34.88,
Asia,Total Non-Renewable,Nuclear,2001,70634.50,506378.95,,41.51,
Asia,Total Non-Renewable,Nuclear,2002,75264.50,502415.85,,186.76,
Asia,Total Non-Renewable,Nuclear,2003,75827.50,474604.60,,3.20,
Asia,Total Non-Renewable,Nuclear,2004,78907.50,525184.65,,830.89,
Asia,Total Non-Renewable,Nuclear,2005,83089.50,566819.05,,5.75,
Asia,Total Non-Renewable,Nuclear,2006,84056.50,569415.30,,15.45,
Asia,Total Non-Renewable,Nuclear,2007,86396.50,532800.85,,50.50,
Asia,Total Non-Renewable,Nuclear,2008,84862.70,539373.00,,176.29,
Asia,Total Non-Renewable,Nuclear,2009,86214.70,559647.16,,259.38,
Asia,Total Non-Renewable,Nuclear,2010,88293.50,578454.13,,2313.66,
Asia,Total Non-Renewable,Nuclear,2011,92384.50,419816.49,,29.05,
Asia,Total Non-Renewable,Nuclear,2012,91572.70,345216.03,,16.46,
Asia,Total Non-Renewable,Nuclear,2013,91778.50,345941.38,,14.70,
Asia,Total Non-Renewable,Nuclear,2014,98198.50,378083.89,,7071.56,
Asia,Total Non-Renewable,Nuclear,2015,104072.50,428443.57,,58.68,
Asia,Total Non-Renewable,Nuclear,2016,111341.50,476895.15,,3014.95,
Asia,Total Non-Renewable,Nuclear,2017,111973.42,507711.16,,63.82,
Asia,Total Non-Renewable,Nuclear,2018,118409.50,577240.01,,32.89,
Asia,Total Non-Renewable,Nuclear,2019,118294.50,647955.41,,8.90,
Asia,Total Non-Renewable,Nuclear,2020,120834.50,661325.01,,7.91,
Asia,Total Non-Renewable,Nuclear,2021,124405.20,740457.87,,8.87,
Asia,Total Non-Renewable,Nuclear,2022,130798.20,772331.53,,3.84,
Asia,Total Non-Renewable,Nuclear,2023,133303.20,830978.39,,7.39,
Asia,Total Non-Renewable,Nuclear,2024,139762.00,,,,
Asia,Total Non-Renewable,Other non-renewable energy,2000,871.13,21438.15,10220.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2001,943.70,21770.15,10827.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2002,935.61,22055.00,11837.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2003,929.10,23151.02,11569.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2004,1004.30,22646.03,12015.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2005,1070.79,23233.49,13244.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2006,1080.04,24057.06,13793.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2007,1107.03,24308.18,14799.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2008,1149.64,24835.27,16273.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2009,1137.53,27799.89,17478.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2010,2335.83,38153.07,22603.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2011,2643.85,39677.88,27706.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2012,2938.99,40007.78,34071.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2013,3576.64,44013.54,43194.00,188.00,
Asia,Total Non-Renewable,Other non-renewable energy,2014,3894.15,45479.38,36957.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2015,4495.48,47517.95,31364.00,1.18,
Asia,Total Non-Renewable,Other non-renewable energy,2016,5138.12,57961.16,41395.00,,
Asia,Total Non-Renewable,Other non-renewable energy,2017,6018.70,63880.18,50463.69,,
Asia,Total Non-Renewable,Other non-renewable energy,2018,7271.88,67809.92,53013.72,17.07,
Asia,Total Non-Renewable,Other non-renewable energy,2019,8935.39,73869.68,52198.54,0.56,
Asia,Total Non-Renewable,Other non-renewable energy,2020,10879.49,79251.07,56972.94,1.61,
Asia,Total Non-Renewable,Other non-renewable energy,2021,14180.91,94246.87,58184.42,406.69,
Asia,Total Non-Renewable,Other non-renewable energy,2022,15806.50,102234.62,58866.49,0.09,
Asia,Total Non-Renewable,Other non-renewable energy,2023,17027.27,108464.35,58584.84,0.38,
Asia,Total Non-Renewable,Other non-renewable energy,2024,18002.78,,,,
Europe,Total Renewable,Geothermal energy,2000,799.00,6166.00,18314.00,,
Europe,Total Renewable,Geothermal energy,2001,810.00,6154.00,18980.00,,
Europe,Total Renewable,Geothermal energy,2002,954.00,6349.97,19525.00,,
Europe,Total Renewable,Geothermal energy,2003,995.00,7163.97,19298.00,,
Europe,Total Renewable,Geothermal energy,2004,916.20,7409.95,19729.00,,
Europe,Total Renewable,Geothermal energy,2005,997.12,7465.67,23810.79,,
Europe,Total Renewable,Geothermal energy,2006,1206.12,8709.92,23844.27,2.10,2.23
Europe,Total Renewable,Geothermal energy,2007,1274.92,9836.08,29422.13,,
Europe,Total Renewable,Geothermal energy,2008,1354.92,10234.23,30248.17,,
Europe,Total Renewable,Geothermal energy,2009,1382.92,10563.36,30260.85,233.51,0.33
Europe,Total Renewable,Geothermal energy,2010,1416.92,10572.73,31171.11,,
Europe,Total Renewable,Geothermal energy,2011,1520.82,11170.43,31134.55,,
Europe,Total Renewable,Geothermal energy,2012,1529.42,11506.88,32886.85,,
Europe,Total Renewable,Geothermal energy,2013,1539.92,11715.29,34326.97,61.25,0.19
Europe,Total Renewable,Geothermal energy,2014,1576.97,11996.77,37258.36,0.43,0.43
Europe,Total Renewable,Geothermal energy,2015,1576.72,12073.19,41904.10,33.35,1.47
Europe,Total Renewable,Geothermal energy,2016,1581.12,12246.08,46298.70,283.63,0.43
Europe,Total Renewable,Geothermal energy,2017,1632.36,12319.64,46424.24,0.37,0.37
Europe,Total Renewable,Geothermal energy,2018,1690.96,13091.13,50911.15,,
Europe,Total Renewable,Geothermal energy,2019,1703.36,13176.64,51386.39,,
Europe,Total Renewable,Geothermal energy,2020,1708.56,13099.26,49412.00,163.15,7.87
Europe,Total Renewable,Geothermal energy,2021,1713.95,12769.72,50224.11,278.91,
Europe,Total Renewable,Geothermal energy,2022,1721.27,12792.69,47078.73,0.02,0.02
Europe,Total Renewable,Geothermal energy,2023,1751.27,12715.14,48220.27,0.10,
Europe,Total Renewable,Geothermal energy,2024,1743.27,,,,
Europe,Total Renewable,Marine energy,2000,214.40,507.39,,,
Europe,Total Renewable,Marine energy,2001,216.40,485.02,,,
Europe,Total Renewable,Marine energy,2002,219.40,494.52,,,
Europe,Total Renewable,Marine energy,2003,220.40,490.45,,,
Europe,Total Renewable,Marine energy,2004,219.40,470.26,,,
Europe,Total Renewable,Marine energy,2005,217.40,480.98,,,
Europe,Total Renewable,Marine energy,2006,216.40,464.35,,,
Europe,Total Renewable,Marine energy,2007,217.70,465.64,,,
Europe,Total Renewable,Marine energy,2008,220.70,465.47,,,
Europe,Total Renewable,Marine energy,2009,219.70,449.55,,,
Europe,Total Renewable,Marine energy,2010,223.35,478.95,,,
Europe,Total Renewable,Marine energy,2011,222.38,480.08,,,
Europe,Total Renewable,Marine energy,2012,228.97,463.89,,,
Europe,Total Renewable,Marine energy,2013,229.23,419.52,,,
Europe,Total Renewable,Marine energy,2014,231.97,483.67,,,
Europe,Total Renewable,Marine energy,2015,232.46,491.53,,,
Europe,Total Renewable,Marine energy,2016,243.05,521.41,,11.98,
Europe,Total Renewable,Marine energy,2017,245.90,546.66,,,
Europe,Total Renewable,Marine energy,2018,247.03,509.98,,,
Europe,Total Renewable,Marine energy,2019,244.51,513.60,,,
Europe,Total Renewable,Marine energy,2020,229.81,520.69,,,
Europe,Total Renewable,Marine energy,2021,229.24,508.93,,,
Europe,Total Renewable,Marine energy,2022,230.12,525.36,,,
Europe,Total Renewable,Marine energy,2023,229.89,473.32,,,
Europe,Total Renewable,Marine energy,2024,232.49,,,,
Europe,Total Renewable,Bioenergy,2000,9392.96,35187.52,242755.05,,
Europe,Total Renewable,Bioenergy,2001,10349.96,37582.73,259875.05,,
Europe,Total Renewable,Bioenergy,2002,10874.20,43067.65,270325.70,,
Europe,Total Renewable,Bioenergy,2003,12619.91,50655.85,293766.81,,
Europe,Total Renewable,Bioenergy,2004,14199.83,61643.15,318455.46,,
Europe,Total Renewable,Bioenergy,2005,17454.16,71518.73,338837.85,,
Europe,Total Renewable,Bioenergy,2006,19477.20,80744.10,354990.00,0.35,0.33
Europe,Total Renewable,Bioenergy,2007,19770.25,89706.89,375898.00,0.84,0.89
Europe,Total Renewable,Bioenergy,2008,21253.03,99765.73,397652.23,17.59,1.60
Europe,Total Renewable,Bioenergy,2009,24393.79,109786.54,420817.19,202.00,0.22
Europe,Total Renewable,Bioenergy,2010,26472.85,125978.16,491646.00,189.67,20.73
Europe,Total Renewable,Bioenergy,2011,29949.86,134445.35,491888.11,639.25,1.05
Europe,Total Renewable,Bioenergy,2012,31481.67,149873.00,554249.04,235.32,4.04
Europe,Total Renewable,Bioenergy,2013,32793.28,159631.37,587052.88,506.91,37.58
Europe,Total Renewable,Bioenergy,2014,33306.87,169246.87,593523.49,857.70,67.70
Europe,Total Renewable,Bioenergy,2015,34771.51,181036.49,624568.26,774.14,31.12
Europe,Total Renewable,Bioenergy,2016,35775.20,183587.81,667539.17,731.15,8.16
Europe,Total Renewable,Bioenergy,2017,37216.39,188267.10,693948.75,300.91,75.15
Europe,Total Renewable,Bioenergy,2018,40084.81,193361.44,713498.41,912.58,163.46
Europe,Total Renewable,Bioenergy,2019,41376.79,200400.68,751647.54,411.04,210.56
Europe,Total Renewable,Bioenergy,2020,41875.50,205435.93,752740.76,395.22,7.73
Europe,Total Renewable,Bioenergy,2021,41594.04,215958.10,818768.23,36.25,0.82
Europe,Total Renewable,Bioenergy,2022,42417.53,205605.81,777409.02,40.02,
Europe,Total Renewable,Bioenergy,2023,41443.96,190091.30,757039.31,280.53,
Europe,Total Renewable,Bioenergy,2024,43558.31,,,,
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2000,212079.87,737718.97,,0.56,0.55
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2001,212411.88,752459.50,,3.05,3.25
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2002,213087.69,681682.83,,8.81,9.99
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2003,214252.69,641209.11,,4.89,5.77
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2004,216101.07,690419.37,,13.24,14.14
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2005,218433.45,698846.56,,185.74,193.38
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2006,219192.61,685454.71,,,
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2007,221618.20,697795.37,,135.07,27.48
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2008,223274.10,717140.01,,76.87,
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2009,224471.58,720586.89,,744.04,67.72
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2010,226094.82,754839.19,,519.00,259.59
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2011,227931.32,676532.71,,877.92,91.58
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2012,230907.61,728112.04,,401.71,30.84
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2013,232736.37,777590.48,,262.13,93.91
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2014,230122.15,771509.81,,921.00,40.62
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2015,232688.03,730619.84,,372.93,26.59
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2016,236165.64,762862.46,,649.63,268.22
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2017,238358.74,705370.61,,176.96,28.83
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2018,239561.86,769278.93,,875.15,6.11
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2019,241856.28,728847.68,,234.32,18.63
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2020,243423.20,787989.22,,409.03,27.93
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2021,244278.74,800966.11,,550.08,135.80
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2022,246874.44,685348.64,,478.46,3.98
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2023,249930.97,767250.23,,143.14,
Europe,Total Renewable,Hydropower (excl. Pumped Storage),2024,247896.19,,,,
Europe,Total Renewable,Multiple renewables*,2001,,,,3.77,3.92
Europe,Total Renewable,Multiple renewables*,2002,,,,10.64,11.04
Europe,Total Renewable,Multiple renewables*,2003,,,,8.89,2.16
Europe,Total Renewable,Multiple renewables*,2004,,,,1.76,1.61
Europe,Total Renewable,Multiple renewables*,2005,,,,13.36,13.72
Europe,Total Renewable,Multiple renewables*,2006,,,,67.39,35.10
Europe,Total Renewable,Multiple renewables*,2007,,,,61.36,22.01
Europe,Total Renewable,Multiple renewables*,2008,,,,207.81,41.86
Europe,Total Renewable,Multiple renewables*,2009,,,,24.21,0.90
Europe,Total Renewable,Multiple renewables*,2010,,,,247.07,158.06
Europe,Total Renewable,Multiple renewables*,2011,,,,426.60,192.81
Europe,Total Renewable,Multiple renewables*,2012,,,,0.39,0.46
Europe,Total Renewable,Multiple renewables*,2013,,,,774.70,159.55
Europe,Total Renewable,Multiple renewables*,2014,,,,474.93,284.89
Europe,Total Renewable,Multiple renewables*,2015,,,,1154.13,89.75
Europe,Total Renewable,Multiple renewables*,2016,,,,574.62,19.62
Europe,Total Renewable,Multiple renewables*,2017,,,,3065.49,164.28
Europe,Total Renewable,Multiple renewables*,2018,,,,2428.24,416.05
Europe,Total Renewable,Multiple renewables*,2019,,,,2114.22,465.35
Europe,Total Renewable,Multiple renewables*,2020,,,,1694.25,49.33
Europe,Total Renewable,Multiple renewables*,2021,,,,1482.75,110.86
Europe,Total Renewable,Multiple renewables*,2022,,,,2356.83,104.39
Europe,Total Renewable,Multiple renewables*,2023,,,,1612.46,
Europe,Total Renewable,Other renewable energy,2000,,,451.00,,
Europe,Total Renewable,Other renewable energy,2001,,,569.00,,
Europe,Total Renewable,Other renewable energy,2002,,,607.00,,
Europe,Total Renewable,Other renewable energy,2003,,,587.00,,
Europe,Total Renewable,Other renewable energy,2004,,,559.00,,
Europe,Total Renewable,Other renewable energy,2005,,,590.00,,
Europe,Total Renewable,Other renewable energy,2006,,,996.00,,
Europe,Total Renewable,Other renewable energy,2007,,,1269.00,,
Europe,Total Renewable,Other renewable energy,2008,,,2186.00,,
Europe,Total Renewable,Other renewable energy,2009,,,2268.00,,
Europe,Total Renewable,Other renewable energy,2010,,,3049.09,,
Europe,Total Renewable,Other renewable energy,2011,,,21118.64,,
Europe,Total Renewable,Other renewable energy,2012,,,24477.74,,
Europe,Total Renewable,Other renewable energy,2013,,,19967.22,,
Europe,Total Renewable,Other renewable energy,2014,,,22411.50,,
Europe,Total Renewable,Other renewable energy,2015,,,24134.16,,
Europe,Total Renewable,Other renewable energy,2016,,,22988.84,,
Europe,Total Renewable,Other renewable energy,2017,,,23004.95,,
Europe,Total Renewable,Other renewable energy,2018,,,23515.73,,
Europe,Total Renewable,Other renewable energy,2019,,,23983.79,,
Europe,Total Renewable,Other renewable energy,2020,,,25935.56,,
Europe,Total Renewable,Other renewable energy,2021,,,28310.16,,
Europe,Total Renewable,Other renewable energy,2022,,,26944.03,,
Europe,Total Renewable,Other renewable energy,2023,,,35045.94,,
Europe,Total Renewable,Solar energy,2000,202.39,135.18,24.00,,
Europe,Total Renewable,Solar energy,2001,303.50,206.74,27.00,,
Europe,Total Renewable,Solar energy,2002,389.97,296.61,37.00,,
Europe,Total Renewable,Solar energy,2003,629.15,449.82,51.00,,
Europe,Total Renewable,Solar energy,2004,1341.19,728.96,51.00,0.02,0.02
Europe,Total Renewable,Solar energy,2005,2324.97,1505.59,55.00,0.89,0.94
Europe,Total Renewable,Solar energy,2006,3289.14,2543.23,49.00,0.26,0.20
Europe,Total Renewable,Solar energy,2007,5063.38,3836.54,62.00,,
Europe,Total Renewable,Solar energy,2008,10542.13,7519.99,69.00,0.27,0.29
Europe,Total Renewable,Solar energy,2009,17144.25,14208.89,164.20,493.09,
Europe,Total Renewable,Solar energy,2010,30717.09,23422.62,206.30,647.95,
Europe,Total Renewable,Solar energy,2011,54436.87,47812.09,297.77,699.68,3.94
Europe,Total Renewable,Solar energy,2012,73101.09,72172.27,454.59,340.69,0.81
Europe,Total Renewable,Solar energy,2013,83440.25,87236.79,579.54,408.40,0.35
Europe,Total Renewable,Solar energy,2014,90480.52,99957.47,829.65,0.02,0.03
Europe,Total Renewable,Solar energy,2015,98760.01,110485.48,1062.05,101.21,0.08
Europe,Total Renewable,Solar energy,2016,105147.31,113804.82,1493.28,92.43,8.82
Europe,Total Renewable,Solar energy,2017,111062.49,122553.18,1837.71,0.77,0.82
Europe,Total Renewable,Solar energy,2018,120270.98,129809.21,2266.77,126.44,43.94
Europe,Total Renewable,Solar energy,2019,141017.46,143251.04,2461.75,635.20,40.24
Europe,Total Renewable,Solar energy,2020,161306.01,169017.12,2842.84,338.10,19.18
Europe,Total Renewable,Solar energy,2021,188389.03,189186.28,2583.77,1212.79,118.88
Europe,Total Renewable,Solar energy,2022,224423.56,237892.15,3048.32,1817.25,242.89
Europe,Total Renewable,Solar energy,2023,281163.37,283233.64,2922.04,620.94,
Europe,Total Renewable,Solar energy,2024,340435.88,,,,
Europe,Total Renewable,Wind energy,2000,12756.92,22270.34,,,
Europe,Total Renewable,Wind energy,2001,17396.93,26760.32,,,
Europe,Total Renewable,Wind energy,2002,23296.11,36434.80,,,
Europe,Total Renewable,Wind energy,2003,28161.95,44867.21,,,
Europe,Total Renewable,Wind energy,2004,34329.14,59776.88,,0.36,0.31
Europe,Total Renewable,Wind energy,2005,40694.07,71576.68,,,
Europe,Total Renewable,Wind energy,2006,47928.68,83666.68,,0.29,0.31
Europe,Total Renewable,Wind energy,2007,56350.58,106190.77,,,
Europe,Total Renewable,Wind energy,2008,64065.07,121663.90,,1804.72,0.05
Europe,Total Renewable,Wind energy,2009,75814.31,135247.87,,980.79,
Europe,Total Renewable,Wind energy,2010,84839.19,151129.70,,4032.89,103.89
Europe,Total Renewable,Wind energy,2011,94587.22,182730.91,,2384.96,
Europe,Total Renewable,Wind energy,2012,107055.23,209144.07,,1829.25,27.28
Europe,Total Renewable,Wind energy,2013,118036.57,240375.61,,2180.16,
Europe,Total Renewable,Wind energy,2014,130149.65,258039.69,,3826.55,3.57
Europe,Total Renewable,Wind energy,2015,142960.04,307521.91,,1800.74,21.67
Europe,Total Renewable,Wind energy,2016,155674.76,307523.48,,2895.94,
Europe,Total Renewable,Wind energy,2017,170599.04,367240.35,,2637.82,323.12
Europe,Total Renewable,Wind energy,2018,181825.67,383788.13,,1832.22,191.77
Europe,Total Renewable,Wind energy,2019,196149.07,441039.21,,874.25,190.17
Europe,Total Renewable,Wind energy,2020,208779.05,490423.90,,1307.04,
Europe,Total Renewable,Wind energy,2021,223397.79,472227.93,,2683.46,14.52
Europe,Total Renewable,Wind energy,2022,242455.14,525995.21,,1318.72,119.59
Europe,Total Renewable,Wind energy,2023,259614.25,585180.55,,1847.98,
Europe,Total Renewable,Wind energy,2024,272544.11,,,,
Europe,Total Non-Renewable,Pumped storage,2000,25784.95,35469.56,,,
Europe,Total Non-Renewable,Pumped storage,2001,25920.95,35800.08,,,
Europe,Total Non-Renewable,Pumped storage,2002,26008.95,40557.78,,,
Europe,Total Non-Renewable,Pumped storage,2003,25671.95,38939.44,,,
Europe,Total Non-Renewable,Pumped storage,2004,26181.95,39534.19,,,
Europe,Total Non-Renewable,Pumped storage,2005,26947.95,41779.24,,,
Europe,Total Non-Renewable,Pumped storage,2006,26915.95,41569.02,,,
Europe,Total Non-Renewable,Pumped storage,2007,27140.95,40251.06,,,
Europe,Total Non-Renewable,Pumped storage,2008,27132.95,38808.03,,,
Europe,Total Non-Renewable,Pumped storage,2009,27980.45,37977.53,,,
Europe,Total Non-Renewable,Pumped storage,2010,28213.45,37889.29,,,
Europe,Total Non-Renewable,Pumped storage,2011,28204.11,34202.08,,,
Europe,Total Non-Renewable,Pumped storage,2012,28043.11,36263.70,,186.04,
Europe,Total Non-Renewable,Pumped storage,2013,28946.06,36432.62,,,
Europe,Total Non-Renewable,Pumped storage,2014,29415.06,37152.15,,,
Europe,Total Non-Renewable,Pumped storage,2015,29596.06,36970.96,,,
Europe,Total Non-Renewable,Pumped storage,2016,29896.10,37188.07,,,
Europe,Total Non-Renewable,Pumped storage,2017,29679.98,39176.29,,,
Europe,Total Non-Renewable,Pumped storage,2018,29576.48,36721.73,,,
Europe,Total Non-Renewable,Pumped storage,2019,29576.48,34753.99,,,
Europe,Total Non-Renewable,Pumped storage,2020,29581.44,38126.53,,,
Europe,Total Non-Renewable,Pumped storage,2021,29905.44,36214.72,,,
Europe,Total Non-Renewable,Pumped storage,2022,29892.06,42696.60,,35.34,
Europe,Total Non-Renewable,Pumped storage,2023,29925.61,42605.18,,,
Europe,Total Non-Renewable,Pumped storage,2024,30135.61,,,,
Europe,Total Non-Renewable,Fossil fuels,2000,598973.37,2406437.85,9222360.63,20.29,
Europe,Total Non-Renewable,Fossil fuels,2001,602494.01,2420326.78,9328693.80,41.38,
Europe,Total Non-Renewable,Fossil fuels,2002,604945.22,2486761.66,9144749.71,70.90,
Europe,Total Non-Renewable,Fossil fuels,2003,603557.14,2593374.93,9235633.02,306.84,
Europe,Total Non-Renewable,Fossil fuels,2004,617815.28,2586204.27,9273846.86,90.15,
Europe,Total Non-Renewable,Fossil fuels,2005,618423.33,2629065.90,8891278.29,167.79,
Europe,Total Non-Renewable,Fossil fuels,2006,628136.79,2703023.43,8889374.44,247.42,
Europe,Total Non-Renewable,Fossil fuels,2007,638366.43,2760977.69,8557488.97,197.19,
Europe,Total Non-Renewable,Fossil fuels,2008,647636.78,2759519.11,8293102.95,728.10,
Europe,Total Non-Renewable,Fossil fuels,2009,652462.96,2531818.78,7912936.67,497.08,
Europe,Total Non-Renewable,Fossil fuels,2010,667372.92,2626650.86,8492122.05,1099.19,
Europe,Total Non-Renewable,Fossil fuels,2011,665949.77,2606186.93,8608826.44,821.89,
Europe,Total Non-Renewable,Fossil fuels,2012,673967.79,2547414.47,8661039.26,406.82,
Europe,Total Non-Renewable,Fossil fuels,2013,667123.80,2417323.45,7862611.26,514.08,
Europe,Total Non-Renewable,Fossil fuels,2014,658930.87,2225586.29,7334156.33,1044.41,
Europe,Total Non-Renewable,Fossil fuels,2015,645313.74,2236507.81,6921156.21,0.03,
Europe,Total Non-Renewable,Fossil fuels,2016,632476.81,2268304.41,7132723.62,269.67,
Europe,Total Non-Renewable,Fossil fuels,2017,630407.26,2270879.59,7402695.80,54.47,
Europe,Total Non-Renewable,Fossil fuels,2018,635223.66,2122435.27,7509460.91,279.25,
Europe,Total Non-Renewable,Fossil fuels,2019,617938.03,2028842.79,7204286.89,67.95,
Europe,Total Non-Renewable,Fossil fuels,2020,609655.79,1831754.00,7020053.60,356.67,
Europe,Total Non-Renewable,Fossil fuels,2021,602738.66,1889174.98,7003420.94,148.16,
Europe,Total Non-Renewable,Fossil fuels,2022,599943.45,2049465.74,6756866.03,9.12,
Europe,Total Non-Renewable,Fossil fuels,2023,598494.98,1780095.59,6668674.94,173.67,
Europe,Total Non-Renewable,Fossil fuels,2024,565534.78,,,,
Europe,Total Non-Renewable,Nuclear,2000,173652.00,1179495.00,19106.00,0.05,
Europe,Total Non-Renewable,Nuclear,2001,174695.00,1218901.00,21978.00,0.08,
